login_frequency,session_duration,app_visits,pages_viewed,cart_activity,email_open_rate,feature_usage_score,last_login_days,purchase_count,total_spend,avg_order_value,purchase_frequency,last_purchase_days,payment_failures,refund_count,subscription_status,churn,region_Europe,region_North America,region_South America,plan_type_Enterprise,plan_type_Pro
75,182.0,49,36,11,0.1396923726029386,3.3255338308333307,53,49.0,192.2366931130556,3.923197818633788,5,35,0,3,1,0,1,0,0,0,1
86,246.0,35,320,13,0.7157359264107953,8.367339073357972,54,17.0,3105.2403764170385,182.66119861276695,6,10,3,9,1,1,1,0,0,0,0
22,171.0,11,294,1,0.972793701656444,9.096405352869125,16,49.0,1478.5259322038166,30.173998616404425,19,112,4,8,0,0,0,0,1,0,0
89,225.0,21,157,17,0.9830646996148203,8.037393218093879,44,44.0,441.3643083352586,10.031007007619516,4,86,4,3,0,0,0,0,0,0,0
22,273.0,11,290,6,0.4939791491401879,2.7582306476374754,10,45.0,3799.549237732868,84.43442750517484,7,105,1,3,1,0,0,0,0,0,0
92,272.0,30,335,5,0.8693523009923474,1.780737719512434,29,30.0,1577.0795750580442,52.569319168601474,4,43,1,6,1,0,1,0,0,0,0
29,283.0,48,328,13,0.7368264557515041,6.449000367748081,34,44.0,2303.4017526947355,52.35003983397126,11,21,0,8,0,1,0,0,0,0,0
13,12.0,35,173,7,0.5010402369846034,1.5138528445889554,40,46.0,1191.6965079943086,25.90644582596323,12,15,4,6,1,1,0,1,0,0,0
82,37.0,22,395,1,0.5727605329550868,7.055432997022758,37,10.0,3140.312221006244,314.03122210062435,14,35,4,0,1,1,1,0,0,0,0
2,158.0,38,415,16,0.137227146616871,5.773817982945184,21,19.0,1514.4271926182537,79.70669434832914,13,112,1,0,1,1,0,0,0,1,0
29,37.0,31,233,4,0.937661460616592,6.965071594692972,52,29.0,4840.424596525866,166.91119298365055,10,85,2,3,0,1,1,0,0,0,0
85,74.0,14,281,13,0.3519297707317768,6.311536962847696,42,2.0,3517.708267598364,1758.854133799182,18,85,0,3,1,0,0,1,0,0,0
79,30.0,24,155,19,0.4461492564571695,4.804323125744554,47,36.0,692.2441591035943,19.229004419544285,16,85,4,0,0,1,1,0,0,0,1
52,261.0,49,462,2,0.6716602309978987,2.8078946212620544,50,19.0,2089.307249970599,109.9635394721368,5,60,3,5,1,0,1,0,0,0,0
27,244.0,32,447,4,0.3339024715265539,3.7513192222943967,26,7.0,1933.251287652094,276.17875537887056,8,44,3,9,1,0,1,0,0,1,0
50,236.0,36,365,15,0.2542591609889305,5.720505167970788,36,26.0,2675.8930824947115,102.91896471133506,14,96,2,1,1,1,1,0,0,0,1
95,22.0,32,39,17,0.6310493932702206,6.866812842828453,45,15.0,4211.234065651474,280.7489377100983,5,119,1,4,1,1,0,1,0,0,0
79,58.0,15,54,16,0.0249840822818494,8.015347151960757,48,47.0,2921.2758557631787,62.15480544176976,8,5,1,7,0,0,0,0,1,0,0
23,127.0,43,284,10,0.7207251120266789,7.904536466041547,34,38.0,317.1678212239964,8.3465216111578,6,103,1,2,0,0,1,0,0,1,0
88,63.0,35,480,16,0.5140233698765098,9.754198689349767,3,3.0,3280.5243270462465,1093.5081090154156,16,73,3,8,1,0,1,0,0,1,0
44,147.0,3,43,15,0.6057537305209344,3.572573037970685,15,38.0,51.2438367498334,1.348522019732458,4,117,1,6,0,0,0,0,0,0,0
77,62.0,16,150,1,0.6318801592468851,1.6399963739209311,15,16.0,3902.002698096561,243.87516863103508,12,18,3,8,0,0,1,0,0,0,1
22,53.0,5,436,3,0.5270501564925637,4.110912419876733,20,2.0,3336.514001332097,1668.2570006660487,11,21,2,0,1,0,0,0,0,0,0
43,62.0,21,327,6,0.582533777440736,7.68965027701669,25,0.0,1550.840435179404,50.02711081223884,3,72,0,4,1,0,0,0,1,1,0
37,83.0,10,383,1,0.6837882008898746,4.9430048592996565,56,28.0,1469.2846049016837,52.47445017506012,12,108,4,2,1,0,0,1,0,0,0
61,55.0,19,230,5,0.7531188471796741,8.360095875304776,35,7.0,3993.382252766065,570.4831789665807,5,116,2,3,1,0,0,1,0,1,0
97,22.0,25,365,16,0.7274523912861205,5.943937286674135,18,30.0,3918.850092703856,130.6283364234619,6,98,3,3,1,1,0,0,1,0,1
56,174.0,4,31,6,0.8696164577322617,9.368125503674529,57,43.0,1767.988748340032,41.11601740325656,19,74,2,6,1,0,0,1,0,0,1
3,111.0,29,189,4,0.1894434331674027,9.53077097799162,16,7.0,1501.7491631181038,214.5355947311577,18,51,4,9,1,1,0,0,1,0,1
63,289.0,19,445,4,0.4011479694917975,1.6237405541687384,44,36.0,2803.525696525122,77.8757137923645,16,41,0,7,0,0,0,0,1,0,0
19,267.0,43,376,19,0.9477960660144572,5.107720957411819,25,29.0,51.74464332087946,1.7842980455475677,11,24,4,9,0,1,0,0,1,0,0
23,147.0,2,429,15,0.3965905743863297,6.4872015512461125,21,24.0,422.50851955284605,17.604521648035252,5,104,3,4,1,1,0,1,0,0,0
29,172.0,10,338,18,0.1248700769059226,3.302852867309915,54,39.0,639.5862548421964,16.399647560056316,9,24,4,9,1,1,0,0,0,0,0
30,120.0,43,240,8,0.5254451263621795,4.663691014410822,57,4.0,935.2049709575992,233.8012427393998,3,96,2,6,1,1,0,0,1,0,1
39,111.0,25,412,4,0.1094909725544621,7.099133870059284,55,29.0,2564.970452110591,88.44725696933072,8,97,1,2,1,1,1,0,0,0,0
25,26.0,20,47,7,0.2028532387278652,3.040608042085253,27,44.0,4961.287155156999,112.75652625356815,6,38,2,2,1,0,0,1,0,0,0
8,277.0,48,79,8,0.9983187565709568,6.417832176770072,0,5.0,3266.540874719294,653.3081749438588,4,44,3,2,1,1,0,0,1,1,0
58,191.0,19,125,4,0.541362638396132,7.277030453478755,43,29.0,315.88098430162574,10.892447734538818,12,57,0,3,1,1,0,0,1,1,0
16,33.0,23,248,9,0.284058389040429,1.8144667998628008,35,30.0,2632.6410765705864,87.75470255235288,12,115,4,5,1,1,1,0,0,1,0
72,38.0,24,344,1,0.994774954573906,5.477763844247075,42,29.0,2488.259609823627,85.80205551115957,16,59,0,4,1,0,0,0,0,1,0
1,180.0,11,450,8,0.9665589185551432,3.367720269317717,36,26.0,729.397400932067,28.053746189694884,10,113,3,7,1,1,0,0,0,0,0
5,237.0,46,157,10,0.4407390410842635,7.519477203982401,1,19.0,4602.159120324014,242.21890106968496,14,34,4,4,0,1,0,0,0,0,0
3,197.0,34,18,3,0.2604031087879084,2.7059995768324643,16,26.0,2209.418585900091,84.97763791923427,13,75,2,4,0,0,0,0,1,0,1
65,239.0,28,297,1,0.83839963809219,9.030141239842958,39,37.0,4972.850111642601,134.40135436871896,9,95,2,9,1,0,0,0,1,0,1
4,128.0,5,397,5,0.7156207169717858,4.878472028664942,37,27.0,2106.1607533083,78.00595382623332,7,82,3,1,1,1,0,0,1,0,0
99,165.0,5,59,13,0.6869414350035103,2.782027272767982,20,30.0,3043.70893639121,101.45696454637368,12,23,4,4,1,1,0,1,0,1,0
96,281.0,21,347,0,0.8931137413224726,4.942196167152964,8,30.0,532.765056892686,17.758835229756198,5,86,2,6,1,1,1,0,0,0,0
64,184.0,12,14,17,0.6894171338713246,4.678693865276751,12,3.0,2276.5968407962773,758.8656135987591,18,43,3,1,1,0,0,0,1,0,0
98,113.0,4,413,6,0.2837979430415491,4.860270635443392,10,43.0,1201.4418110798267,27.94050723441457,4,82,3,5,1,1,1,0,0,0,1
89,101.0,49,352,0,0.6938631618757323,6.270051641477022,15,7.0,4179.468344870463,597.066906410066,2,40,0,6,0,0,1,0,0,0,1
10,195.0,42,135,0,0.3058135112836639,5.6905635242218375,15,49.0,3921.758728489024,80.03589241814335,3,47,2,4,1,1,0,0,0,0,1
21,292.0,20,84,0,0.759238979656995,2.3479941851281243,58,9.0,4122.658198130539,458.0731331256154,12,41,4,8,0,1,0,1,0,0,0
46,190.0,38,174,3,0.619747854491566,1.5902116538197268,1,41.0,3620.811094412177,88.31246571737017,3,47,2,3,1,1,0,0,1,1,0
91,179.0,25,287,3,0.0774115519847505,7.564739038538865,41,42.0,4165.089285864056,99.16879252057277,4,103,2,9,1,1,0,0,0,0,0
27,196.0,14,451,17,0.512835362435142,6.037456923354821,43,13.0,1012.135463372855,77.85657410560424,6,20,2,0,1,0,0,0,0,0,0
66,184.0,11,333,10,0.3433009691957409,4.231006912713374,7,15.0,2265.6984451332105,151.0465630088807,12,77,3,7,1,1,0,0,1,1,0
41,231.0,32,486,0,0.3285706327322942,8.275220402482665,42,5.0,3462.315930930381,692.4631861860762,19,109,1,7,1,1,1,0,0,1,0
13,242.0,11,309,9,0.6022563023772572,4.4925262683486125,41,29.0,3190.588564696323,110.02029533435596,10,65,1,6,1,0,0,0,0,1,0
9,171.0,18,299,8,0.3223248244694249,8.163685806405468,12,35.0,3584.6088695416943,102.41739627261984,1,116,0,7,1,0,1,0,0,1,0
36,143.0,27,86,3,0.7768937482048727,3.751805147611372,56,27.0,1129.049331924646,41.816641923135045,17,68,2,1,1,1,0,1,0,0,1
86,233.0,18,307,5,0.0707914360111744,1.6556076779067976,16,27.0,501.1891981344989,18.56256289387033,16,24,1,2,1,0,1,0,0,0,1
90,162.0,23,146,15,0.6603882523958254,9.393757244199362,38,8.0,4584.864824593135,573.1081030741418,9,100,0,8,0,0,0,1,0,0,0
58,42.0,11,115,1,0.8091948036567412,4.550960163532358,23,32.0,2805.2577588811187,87.66430496503496,9,36,3,0,1,0,1,0,0,0,0
54,64.0,21,104,17,0.6728316899204301,8.1342331556444,2,20.0,777.5913632919807,38.87956816459904,9,45,2,7,1,0,0,0,0,0,0
12,16.0,44,144,9,0.4972291950199957,3.51229719900074,29,10.0,3969.248543617934,396.9248543617934,12,2,4,7,1,0,0,0,0,0,0
81,253.0,5,77,16,0.9503070137361812,6.817286009112904,51,13.0,4575.50038378012,351.9615679830861,9,28,3,6,0,1,0,1,0,0,1
78,135.0,23,156,12,0.2999384897980636,8.859797859319555,12,29.0,856.1219576698343,29.52144681620118,15,26,0,4,1,0,0,0,1,0,0
14,21.0,41,499,17,0.0191678875249777,1.374796201059823,18,35.0,4088.8881517928617,116.82537576551032,2,23,3,3,1,1,0,1,0,0,0
34,25.0,25,487,12,0.4319893714634408,8.475721882174803,6,8.0,4666.79305598245,583.3491319978062,11,79,4,9,1,1,0,1,0,0,0
53,217.0,41,168,16,0.0330119359003272,6.141997044747358,8,29.0,4692.424385477127,161.80773743024574,11,36,3,9,1,1,1,0,0,0,1
20,52.0,10,393,4,0.9539367525264087,6.467245785177124,18,31.0,4571.640743650971,147.47228205325712,8,91,0,9,1,1,1,0,0,0,0
75,144.0,22,172,10,0.2099180457480515,5.708422007253843,44,41.0,2736.640851676913,66.74733784577836,6,6,4,9,0,0,0,1,0,1,0
16,237.0,19,450,6,0.7889270239488795,8.870275929552783,53,30.0,1787.4944730968075,59.58314910322692,7,35,4,5,0,1,0,0,0,0,0
95,151.0,1,350,9,0.7745720831743649,1.390900215120737,39,22.0,46.29131039310634,2.1041504724139246,3,103,3,0,1,1,1,0,0,0,0
70,169.0,7,198,16,0.2177288996829335,3.349255523822633,21,21.0,313.9520120889202,14.950095813758104,8,38,4,4,1,1,0,0,1,0,1
56,273.0,4,424,14,0.6212265304801673,8.881862849732398,17,12.0,2149.9066863339795,179.15889052783163,18,35,3,3,1,1,1,0,0,1,0
83,234.0,1,348,17,0.0480789684864502,7.771111322787604,22,11.0,2002.6374704936368,182.05795186305787,17,100,2,3,1,0,1,0,0,0,0
58,226.0,15,104,18,0.4835745857038674,1.1588064416074526,1,2.0,931.7224087537172,465.8612043768586,11,74,4,6,0,0,0,0,1,0,1
4,54.0,40,190,1,0.0146471272724867,5.653056548887378,49,41.0,1983.445339877968,48.3767156067797,2,94,3,8,1,1,0,1,0,0,1
4,223.0,12,297,3,0.9211438801808418,5.766154126414073,49,2.0,881.5038266222869,440.7519133111434,19,53,2,7,1,1,0,0,1,0,0
20,68.0,22,331,2,0.9760860241995716,4.607939216151193,10,34.0,4245.468351351445,124.86671621621896,7,105,4,7,1,0,0,1,0,1,0
10,141.0,22,196,6,0.2222827666385852,3.676539988557908,30,3.0,1497.9924405992383,499.3308135330794,18,38,2,4,0,1,0,1,0,0,1
24,113.0,47,381,17,0.2081060345963727,7.135523653711079,32,16.0,2996.836107289967,187.3022567056229,8,93,4,5,1,0,0,1,0,0,1
99,204.0,17,147,9,0.7537201765621296,2.8701141823427845,13,0.0,2519.186879375443,629.7967198438607,14,116,0,1,1,0,0,0,1,1,0
26,166.0,29,139,6,0.2533793988293344,8.190537058645354,15,23.0,268.89156719402115,11.690937704087876,7,59,0,2,1,0,0,1,0,1,0
37,107.0,46,203,7,0.895076559161845,8.227334446907246,10,20.0,4711.746260260919,235.587313013046,4,43,3,4,1,1,0,0,0,0,1
85,235.0,14,325,5,0.5739291361229822,4.737352938155385,32,25.0,2640.857631469912,105.63430525879647,17,103,1,1,0,1,0,0,1,1,0
54,214.0,20,481,0,0.3507776230103121,3.5519320981868288,6,30.0,1632.0376405251584,54.401254684171946,5,114,0,2,1,1,0,0,0,0,1
21,88.0,48,282,3,0.8326937463494201,3.554903634316419,30,18.0,799.0515824690107,44.39175458161171,12,4,1,3,1,0,0,1,0,0,1
74,151.0,33,361,13,0.4934067004133952,5.340621915965891,47,42.0,1699.2479072869105,40.4582835068312,9,5,2,5,1,0,1,0,0,0,1
38,227.0,43,153,16,0.9116329137084755,7.476213022744229,45,11.0,112.35289908671362,10.213899916973965,13,68,2,4,0,0,0,1,0,0,1
46,13.0,15,25,19,0.928014236729381,4.229818218944729,46,29.0,1824.1551951880056,62.90190328234502,18,100,1,9,1,0,0,0,0,0,0
4,99.0,12,311,17,0.1654201521284093,6.490390109119764,13,17.0,2662.114777249479,156.59498689702818,9,45,3,3,1,1,0,0,0,1,0
60,113.0,40,432,10,0.0023234061319302,4.442360145243349,27,0.0,4360.612566796214,167.71586795370055,4,80,4,1,1,0,0,0,1,1,0
57,128.0,20,254,13,0.9839309401424022,3.7407087023624497,52,23.0,3439.99834431201,149.56514540487,8,25,1,4,1,0,1,0,0,0,0
45,142.0,30,424,8,0.9061375361274794,1.2237356432421476,42,48.0,566.7957425348746,11.808244636143222,1,78,1,4,1,0,0,0,1,1,0
20,105.0,38,116,14,0.0554452357038414,1.0352269516185155,15,20.0,747.2541589454258,37.36270794727129,17,11,1,6,0,1,0,0,0,0,0
17,152.0,3,97,11,0.8330342639410699,3.0448691004880404,18,45.0,2146.33560541369,47.696346786970885,9,29,1,0,1,0,0,1,0,0,0
71,297.0,28,138,9,0.4578049325592066,4.657656581208959,16,2.0,986.5816806775512,493.2908403387757,13,34,1,3,1,0,1,0,0,0,1
4,37.0,26,404,18,0.2589616050249752,8.661350506258543,58,24.0,148.9703901379512,6.2070995890813,2,86,3,4,0,1,0,1,0,0,0
93,287.0,30,384,18,0.8787465236769298,8.186358186373829,25,31.0,4027.02425178917,129.9040081222313,13,14,0,7,1,1,0,1,0,1,0
14,242.0,13,350,5,0.1966672323903072,3.404487363291909,5,27.0,107.41762778299068,3.978430658629285,9,24,4,7,1,0,1,0,0,1,0
3,26.0,13,13,19,0.9472999994200668,3.200863986858694,42,2.0,4155.14112993809,2077.570564969045,6,59,0,0,1,1,0,0,1,0,1
88,68.0,2,336,5,0.205621487699341,3.0458986396302468,48,14.0,729.0787755345004,52.07705539532146,1,39,1,4,1,0,0,1,0,0,0
80,99.0,37,419,7,0.6136831877287435,4.053136064759803,8,4.0,4873.64526992751,1218.4113174818774,5,26,0,9,1,0,0,0,0,0,0
58,208.0,49,376,0,0.2230863345289748,5.483788476055168,49,49.0,3023.3308200126885,61.700628979850784,3,43,3,0,0,1,0,1,0,0,1
55,35.0,38,315,16,0.5456686649686348,4.948009948284179,16,13.0,3677.565028433178,282.88961757178294,4,36,2,0,0,0,1,0,0,1,0
4,34.0,2,405,16,0.6839751299151413,2.964458789033444,30,36.0,561.3133035606437,15.59203621001788,1,39,0,1,1,0,1,0,0,0,1
24,276.0,36,104,14,0.1902279308201375,2.1740626894925623,11,35.0,4311.8993265228855,123.19712361493958,14,61,4,1,1,1,1,0,0,0,0
34,190.0,26,218,6,0.5208857827006792,1.1132003123757586,22,44.0,4197.5697909289765,95.39931343020402,9,16,3,8,1,1,0,0,1,0,1
30,77.0,11,234,18,0.469059744390119,2.385669147998535,53,8.0,3268.433730393171,408.5542162991464,4,102,2,3,1,0,0,1,0,0,1
82,58.0,8,468,2,0.0710374214033412,7.348207331747064,53,2.0,2516.351574330983,1258.1757871654916,18,59,3,2,1,0,0,0,1,0,1
19,184.0,44,357,10,0.8183078176753029,3.1927471241102463,4,6.0,3610.230973927046,601.7051623211743,14,96,1,0,1,1,0,0,1,0,0
31,61.0,40,489,19,0.3356824006428417,5.217416291093588,42,0.0,39.58179453102197,1.27683208164587,4,6,2,1,0,1,1,0,0,0,1
60,111.0,43,330,18,0.5745821975518796,6.3217103403092025,35,10.0,2966.2793694383126,296.6279369438313,10,98,4,5,0,0,1,0,0,0,1
60,225.0,22,56,8,0.5147842349331344,8.981568125484465,58,44.0,4238.556613296891,96.33083212038387,3,56,2,8,1,0,0,0,1,1,0
19,197.0,20,485,9,0.5132605045704423,8.999695885540774,35,21.0,1790.9304370020268,85.28240176200127,7,8,4,4,1,0,0,1,0,0,0
49,66.0,8,190,1,0.1072223942084874,7.711603603132231,2,42.0,550.363888849755,13.103902115470357,10,94,1,3,1,1,0,0,0,0,1
63,56.0,29,115,0,0.4234820092493327,1.3164129284365127,57,10.0,2110.1774762185987,211.01774762185988,13,27,4,4,0,0,0,0,1,1,0
83,168.0,40,208,15,0.4523667592065702,6.175633771768734,23,23.0,3638.251200801949,158.18483481747606,4,71,3,8,1,0,0,1,0,0,0
22,183.0,26,395,17,0.7336428403644485,8.079251237483557,54,3.0,545.4330397496559,181.8110132498853,18,27,0,6,1,0,1,0,0,1,0
24,251.0,30,115,16,0.8400188319206985,1.1555924028702689,56,32.0,1038.182315462321,32.44319735819753,11,89,3,7,1,1,1,0,0,0,1
76,291.0,17,289,5,0.544982278100018,5.947161522909204,16,20.0,746.2837156752126,37.31418578376064,4,46,3,3,0,1,0,1,0,0,0
30,250.0,20,269,13,0.0867829540649904,8.719877312074265,38,10.0,3986.769300320372,398.6769300320372,14,41,2,7,0,0,0,0,0,0,0
58,14.0,16,117,14,0.2368494705965462,5.266918682580402,25,29.0,323.8341860379093,11.166696070272735,18,79,1,5,1,1,1,0,0,0,1
31,93.0,46,28,13,0.164934026852731,1.036955826077036,3,41.0,3436.0666455510204,83.80650355002489,8,25,0,4,0,1,1,0,0,0,0
64,257.0,43,419,2,0.1246150631891247,1.0991202250204672,54,46.0,1838.620034558425,39.970000751270106,10,86,4,6,1,0,1,0,0,0,1
19,63.0,7,468,18,0.3658992986178075,4.749724336723755,44,34.0,3781.3983019976586,111.2175971175782,5,18,2,5,1,0,0,1,0,0,0
48,170.0,16,305,11,0.229393502154382,2.395078006750791,11,37.0,4822.273259732348,130.3317097224959,7,12,1,2,0,0,0,0,1,0,1
45,235.0,45,315,1,0.2183031118115123,6.980055913839336,0,20.0,581.5810449365466,29.07905224682733,12,87,0,4,0,0,1,0,0,0,0
94,24.0,47,180,2,0.0546931745762676,7.379193384155386,20,0.0,1578.7813549266175,197.3476693658272,3,51,3,8,1,1,0,0,1,1,0
55,151.0,48,340,17,0.0176700447954338,2.6009181591456576,18,7.0,4052.525884317096,578.9322691881566,4,109,1,6,1,0,0,0,0,1,0
55,70.0,27,204,0,0.1027682426497818,8.996799596720365,20,6.0,1338.130346395371,223.02172439922845,10,39,1,3,0,1,1,0,0,1,0
97,151.0,23,21,19,0.172197479423633,4.977170604810333,51,11.0,1083.4517792597442,98.49561629634036,4,89,1,6,0,0,1,0,0,0,1
18,286.0,24,204,5,0.4309837288482031,2.285613168327313,17,44.0,4128.636109566169,93.83263885377656,15,10,3,4,0,1,0,0,0,0,0
63,55.0,9,499,4,0.5105202612988446,7.878264382624559,42,18.0,4935.540996389792,274.1967220216551,10,94,4,1,1,0,1,0,0,0,1
92,71.0,35,292,0,0.1405919181733655,8.109770500150955,51,42.0,2788.834144838349,66.40081297234164,16,74,2,5,0,1,0,0,1,0,0
47,95.0,20,378,18,0.4247833415241863,6.753659253989118,2,29.0,1397.463254183363,48.18838807528838,15,98,4,6,0,0,0,1,0,0,0
75,219.0,37,191,0,0.3417488423259273,8.681189978822978,48,25.0,1998.8441483842691,79.95376593537077,19,110,0,7,1,0,0,0,1,0,0
57,87.0,42,459,15,0.183423643497956,7.636356748276042,43,21.0,858.950333644209,40.90239684020042,19,77,2,5,0,1,0,1,0,0,0
45,211.0,17,314,11,0.0068407481483635,8.939851635042915,31,46.0,3811.817521664855,82.86559829706206,18,54,0,7,1,0,0,1,0,0,1
33,151.0,47,153,7,0.4670178665217417,4.904992436369315,9,3.0,3869.635348935612,1289.878449645204,12,29,3,6,1,0,0,0,1,0,1
17,231.0,31,395,15,0.6856517492651993,7.7283741528949825,39,18.0,4376.853751988647,243.15854177714704,16,102,4,1,1,0,0,0,1,0,0
70,12.0,8,325,0,0.226277334143807,9.9977640708614,14,24.0,142.74679234685374,5.947783014452239,1,41,1,5,1,0,0,0,1,0,0
4,15.0,15,191,3,0.1318068298966793,7.524380777676573,4,47.0,2814.286894715633,59.87844456841771,16,109,2,8,1,1,0,0,1,1,0
20,151.0,31,39,9,0.8870427444469619,2.0276540221341897,3,0.0,1079.13461737249,28.398279404539213,2,9,1,5,0,1,0,0,0,0,0
47,17.0,30,93,10,0.2750247724877978,5.664868501862647,57,10.0,1711.006247306862,171.1006247306862,15,63,0,3,1,1,1,0,0,0,0
91,244.0,46,175,16,0.2236126197926647,6.286130121187251,27,27.0,3926.928520279672,145.44179704739528,7,77,1,6,1,1,0,1,0,0,0
15,117.0,20,293,6,0.8570969396099158,2.567896075642519,52,12.0,968.2479252838658,80.68732710698882,1,37,1,2,0,1,0,0,1,0,1
70,170.0,39,290,11,0.8171070991667613,9.666024707602338,51,7.0,3195.3253353996374,456.4750479142339,5,14,3,4,1,0,0,0,1,0,1
47,218.0,12,105,6,0.4483464705246336,2.5802179987115466,50,0.0,3276.285294205755,192.7226643650444,10,101,3,0,1,1,0,0,1,0,0
78,249.0,49,390,11,0.4892388614277745,2.598021277419005,52,1.0,4770.92863536248,4770.92863536248,4,73,4,9,1,1,0,0,0,0,0
75,59.0,17,275,14,0.2177487048340219,9.236504241770994,3,26.0,3878.053033359396,149.1558858984383,14,72,0,2,1,1,0,0,1,0,1
9,20.0,42,453,1,0.0783016704795575,5.18684889809504,14,15.0,4020.13938429693,268.009292286462,13,39,3,7,1,0,0,0,1,0,1
90,165.0,30,307,13,0.5734318253556611,1.5686945134706458,16,33.0,2662.687737599288,80.68750719997843,1,40,3,8,0,0,0,0,1,0,0
16,79.0,29,305,12,0.0983449215902131,6.383687499446758,43,37.0,942.0362277402296,25.460438587573773,16,54,4,8,1,1,1,0,0,1,0
69,178.0,19,234,3,0.4492745469566498,6.416437137697431,2,47.0,2133.561194934575,45.39491904116117,9,3,2,9,0,0,0,0,0,0,0
61,151.0,46,342,13,0.9404971985130108,1.5805068281790562,9,31.0,2751.952971823984,88.77267651045109,16,55,4,1,1,1,0,0,1,0,0
10,77.0,11,370,13,0.9528343891705844,9.752702460702958,46,35.0,3395.3120660514246,97.00891617289784,19,111,1,3,1,0,0,1,0,1,0
50,261.0,34,383,15,0.2393322865473586,5.896269687651181,41,1.0,3042.468468041317,3042.468468041317,15,104,1,4,1,0,0,1,0,0,0
3,57.0,7,51,6,0.6241134200456544,6.038161499617878,55,8.0,1975.9493662970451,246.99367078713067,14,33,3,2,1,1,0,1,0,0,1
77,193.0,44,312,18,0.4740762641078576,5.681038730521551,22,12.0,1333.9124039092487,111.1593669924374,10,96,3,0,1,0,0,0,0,0,0
94,196.0,34,430,1,0.875685127586106,6.49658601680158,17,19.0,849.4719075863786,44.709047767704135,12,71,4,5,1,0,0,0,0,0,0
70,99.0,20,255,9,0.2714308642760532,3.3786977749637943,0,25.0,3472.288477498609,138.89153909994437,1,19,4,9,1,0,0,1,0,1,0
81,148.0,38,217,17,0.0037024068324168,3.585172131773567,34,32.0,3230.5393848193003,100.95435577560312,17,34,0,1,1,0,0,0,1,0,0
51,98.0,24,246,16,0.1625612059314151,5.602051808165195,52,12.0,3439.9886041314558,286.6657170109546,9,78,1,8,1,1,0,0,0,1,0
19,283.0,10,31,4,0.349522801169398,8.260172692872217,57,13.0,1868.9119894859464,143.76246072968817,19,50,4,0,1,1,0,1,0,0,0
42,28.0,32,194,11,0.3157211297704886,1.4487811884476098,30,28.0,1319.4150346280176,47.1219655224292,18,47,2,8,1,1,0,1,0,0,0
35,163.0,15,477,5,0.7913629191228859,6.430637909982214,58,1.0,3801.0094301178174,3801.0094301178174,7,46,0,6,0,1,0,0,1,0,0
46,269.0,37,251,8,0.6805606661388378,8.261003282556825,43,6.0,3870.500501326117,645.0834168876862,9,56,4,9,1,1,1,0,0,0,1
26,117.0,20,372,19,0.2995563196148972,2.4122554483350447,0,8.0,2283.5257060945346,285.4407132618168,12,57,3,1,1,0,0,0,0,0,0
69,294.0,3,292,0,0.4577438171662134,1.1352028778250969,2,4.0,3063.401382988948,765.8503457472369,7,83,4,5,1,1,0,0,1,1,0
93,68.0,37,50,14,0.0955591039583352,3.8144196562731225,2,5.0,1873.8631245163888,374.7726249032777,14,51,3,7,1,1,0,1,0,0,0
64,134.0,40,345,5,0.8981464448201008,6.293293360566383,36,25.0,3512.716528597836,140.5086611439134,15,54,3,1,0,0,0,1,0,1,0
37,282.0,8,171,18,0.935424824448534,2.2445485606427296,18,22.0,4180.250767272878,190.01139851240356,15,90,1,4,1,0,0,0,1,0,0
84,116.0,40,169,17,0.979803535380938,4.83510133875237,28,28.0,3444.2840539048907,123.01014478231752,6,81,1,5,1,0,0,0,0,1,0
49,254.0,44,483,5,0.8685528307858377,5.970893476368501,24,39.0,2567.7873079672117,65.84070020428747,14,118,4,2,0,0,1,0,0,0,1
21,256.0,23,98,12,0.1739608876962255,6.389947852815855,32,23.0,2298.703217866928,99.9436181681273,2,28,4,1,1,0,1,0,0,0,1
74,17.0,40,331,0,0.0461964832016288,3.4697054890033763,35,4.0,3215.175058368964,803.793764592241,8,19,2,5,1,0,0,1,0,1,0
64,150.0,11,21,12,0.579596727412674,4.600266723876622,28,0.0,3402.2563490906377,850.5640872726594,13,27,0,2,1,0,0,0,0,0,1
5,17.0,46,433,6,0.9126050268831104,8.005053061608027,57,47.0,2798.05992318745,59.53318985505212,6,48,0,1,1,0,1,0,0,0,1
70,103.0,8,82,14,0.1773513616597428,9.47093224708617,25,21.0,3128.461952785901,148.97437870409053,5,116,4,0,0,1,0,0,0,0,0
90,48.0,29,85,11,0.0070429146241418,8.756922980064315,3,37.0,491.9775256477158,13.296689882370698,5,19,1,7,0,0,0,0,0,0,0
4,90.0,30,355,0,0.8054960460322443,6.078551515600887,48,41.0,4759.30992555021,116.08072989146854,1,97,2,0,1,0,0,1,0,1,0
39,196.0,10,210,14,0.076795684286734,4.692635226495519,13,2.0,3955.95758802285,1977.978794011425,9,51,0,4,0,0,1,0,0,0,1
35,93.0,39,19,3,0.4137060319100304,3.996609529342764,49,7.0,1875.9000698368516,267.98572426240736,6,7,4,5,1,1,0,0,1,0,1
1,97.0,28,361,12,0.678887337188785,2.1246090947561624,26,49.0,2818.434928658614,57.5190801767064,7,29,1,2,1,0,0,1,0,0,0
24,251.0,49,235,4,0.2367975854561801,1.9589612249450168,32,16.0,246.1494053807425,15.384337836296408,9,119,1,6,0,0,1,0,0,0,0
